reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,normalized,tokens,tokens_no_stopword,stemmed,clean_text,sentiment
0be2f44f-f912-4e21-9716-4ddf6fc73cd3,han wie,https://play-lh.googleusercontent.com/a-/ALV-UjVkKJk2elf5uwArPMkij52lejMbsMi9PoFjcS2GcKYwXzWbDQ6Y,"aplikasi mypertamina ini gk berfungsi dgn baik, dulu bisa check barcode yg uda di buat.. dan bisa direset.. setelah update jd gk bisa.. gak terurus aplikasinya.. karna msih lebih lancar daftar dari browser chrome.. buang buang anggaran aja",1,27,4.6.9,2025-03-31 06:51:31,"Hai, Sobat Han. Mimin sarankan silakan coba clear cache aplikasi, lakukan restart handphone kemudian bisa mencoba akses kembali dan pastikan jaringan stabil. Jika masih berkendala, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-04-02 04:36:25,4.6.9,aplikasi mypertamina ini gk berfungsi dgn baik dulu bisa check barcode yg uda di buat dan bisa direset setelah update jd gk bisa gak terurus aplikasinya karna msih lebih lancar daftar dari browser chrome buang buang anggaran aja,"['aplikasi', 'mypertamina', 'ini', 'gk', 'berfungsi', 'dgn', 'baik', 'dulu', 'bisa', 'check', 'barcode', 'yg', 'uda', 'di', 'buat', 'dan', 'bisa', 'direset', 'setelah', 'update', 'jd', 'gk', 'bisa', 'gak', 'terurus', 'aplikasinya', 'karna', 'msih', 'lebih', 'lancar', 'daftar', 'dari', 'browser', 'chrome', 'buang', 'buang', 'anggaran', 'aja']","['aplikasi', 'mypertamina', 'gk', 'berfungsi', 'dgn', 'baik', 'dulu', 'check', 'barcode', 'yg', 'uda', 'buat', 'direset', 'setelah', 'update', 'jd', 'gk', 'gak', 'terurus', 'aplikasinya', 'karna', 'msih', 'lebih', 'lancar', 'daftar', 'browser', 'chrome', 'buang', 'buang', 'anggaran', 'aja']","['aplikas', 'mypertamina', 'gk', 'fungs', 'dgn', 'baik', 'dulu', 'check', 'barcode', 'yg', 'uda', 'buat', 'reset', 'te', 'update', 'jd', 'gk', 'gak', 'urus', 'aplikasi', 'karna', 'msih', 'lebih', 'lancar', 'daftar', 'browser', 'chrome', 'buang', 'buang', 'anggar', 'aja']",aplikas mypertamina gk fungs dgn baik dulu check barcode yg uda buat reset te update jd gk gak urus aplikasi karna msih lebih lancar daftar browser chrome buang buang anggar aja,positif
c07f4e9b-a469-46a6-97d1-60170a3e77eb,Dwijono M. Seputro,https://play-lh.googleusercontent.com/a-/ALV-UjXP1TAFBCuT2zQgQ8X2j9huyqb7ux7pT8L3ngakiErBnQ-MHwxx,cepat akurat hemat,5,0,4.6.9,2025-03-31 04:57:07,"Hai, Sobat Dwijono. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-04-02 05:05:39,4.6.9,cepat akurat hemat,"['cepat', 'akurat', 'hemat']","['cepat', 'akurat', 'hemat']","['cepat', 'akurat', 'hemat']",cepat akurat hemat,positif
d82742be-63fc-47fa-a9c8-0ba56937a88f,rudi zulkarnain,https://play-lh.googleusercontent.com/a/ACg8ocK4dF6XQjndKqNVKY2O1ZM4k2lH5U0kKYITlV3_9nL74XfBPQ=mo,tolong lebih dipermudah,5,0,4.6.7,2025-03-31 04:28:54,"Hai, Sobat Rudi. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-04-02 05:07:26,4.6.7,tolong lebih dipermudah,"['tolong', 'lebih', 'dipermudah']","['tolong', 'lebih', 'dipermudah']","['tolong', 'lebih', 'permudah']",tolong lebih permudah,positif
1fef97e6-9178-44da-ac16-0c068f140884,IRFAN MAULANA,https://play-lh.googleusercontent.com/a-/ALV-UjVCAbf7rf1_xGxOIJgU908vLliUXoXUetXabXNDXdCmSEQM-ic,BENSIN ATAU SAMPAH #ESCAMPUR LEBIH ENAK DI BANDING OPLOSAN PERTAMAX,1,0,4.6.9,2025-03-31 02:39:55,,,4.6.9,bensin atau sampah escampur lebih enak di banding oplosan pertamax,"['bensin', 'atau', 'sampah', 'escampur', 'lebih', 'enak', 'di', 'banding', 'oplosan', 'pertamax']","['bensin', 'sampah', 'escampur', 'lebih', 'enak', 'banding', 'oplosan', 'pertamax']","['bensin', 'sampah', 'escampur', 'lebih', 'enak', 'banding', 'oplos', 'pertamax']",bensin sampah escampur lebih enak banding oplos pertamax,negatif
54592e7c-f62f-4abe-9fa7-a6117f805e74,moch dalla,https://play-lh.googleusercontent.com/a-/ALV-UjXC4j4bVMJAXUl7YCDs_iLk8CjyK1F9-9IQWSinQI6iAAp3gG0,aku pelanggan pertamax kecewa berat sama kasus oplosan sekarang udah pindah swasta,1,0,,2025-03-31 02:39:42,,,,aku pelanggan pertamax kecewa berat sama kasus oplosan sekarang udah pindah swasta,"['aku', 'pelanggan', 'pertamax', 'kecewa', 'berat', 'sama', 'kasus', 'oplosan', 'sekarang', 'udah', 'pindah', 'swasta']","['aku', 'pelanggan', 'pertamax', 'kecewa', 'berat', 'sama', 'kasus', 'oplosan', 'sekarang', 'udah', 'pindah', 'swasta']","['a', 'pelangg', 'pertamax', 'cewa', 'at', 'sama', 'kasus', 'oplos', 'karang', 'udah', 'pindah', 'swasta']",a pelangg pertamax cewa at sama kasus oplos karang udah pindah swasta,netral
19c80d71-77ab-48da-b864-c1b69c961473,Muhamad Aripin,https://play-lh.googleusercontent.com/a/ACg8ocJTnyWmegr4LEMP9iijN468GHun-BqOjXUQt_SZgVmJVf1Gow=mo,sangat bagus dan lebih muda,5,0,4.6.9,2025-03-31 01:26:41,"Hai, Sobat Aripin. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-04-02 05:13:18,4.6.9,sangat bagus dan lebih muda,"['sangat', 'bagus', 'dan', 'lebih', 'muda']","['sangat', 'bagus', 'lebih', 'muda']","['sangat', 'bagus', 'lebih', 'muda']",sangat bagus lebih muda,positif
cf0a944f-303c-407e-b366-e2e59a881e49,Anggita Dika Tamtama,https://play-lh.googleusercontent.com/a-/ALV-UjVGKm1hv6jnJ6gQmisErZPexuHL9XPZfDjE3txF7rce9E1_yt1W6Q,"saya ga pernah download ataupun mendaftarkan data yang saya miliki di mypertamina, saat saya baru download dan mendaftarkan mengapa nomor telepon yang saya miliki sudah terdaftar? ko aneh, kenapa bisa data yang saya miliki digunakan oleh orang lain, kocak banget.",1,1,4.6.9,2025-03-30 21:16:36,"Hai, Sobat Anggita. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-04-02 05:15:06,4.6.9,saya ga pernah download ataupun mendaftarkan data yang saya miliki di mypertamina saat saya baru download dan mendaftarkan mengapa nomor telepon yang saya miliki sudah terdaftar ko aneh kenapa bisa data yang saya miliki digunakan oleh orang lain kocak banget,"['saya', 'ga', 'pernah', 'download', 'ataupun', 'mendaftarkan', 'data', 'yang', 'saya', 'miliki', 'di', 'mypertamina', 'saat', 'saya', 'baru', 'download', 'dan', 'mendaftarkan', 'mengapa', 'nomor', 'telepon', 'yang', 'saya', 'miliki', 'sudah', 'terdaftar', 'ko', 'aneh', 'kenapa', 'bisa', 'data', 'yang', 'saya', 'miliki', 'digunakan', 'oleh', 'orang', 'lain', 'kocak', 'banget']","['ga', 'pernah', 'download', 'ataupun', 'mendaftarkan', 'data', 'miliki', 'mypertamina', 'saat', 'baru', 'download', 'mendaftarkan', 'mengapa', 'nomor', 'telepon', 'miliki', 'terdaftar', 'ko', 'aneh', 'kenapa', 'data', 'miliki', 'digunakan', 'orang', 'lain', 'kocak', 'banget']","['ga', 'pernah', 'download', 'ataupun', 'daftar', 'data', 'milik', 'mypertamina', 'saat', 'baru', 'download', 'daftar', 'apa', 'nomor', 'telepon', 'milik', 'daftar', 'ko', 'aneh', 'napa', 'data', 'milik', 'guna', 'orang', 'lain', 'kocak', 'banget']",ga pernah download ataupun daftar data milik mypertamina saat baru download daftar apa nomor telepon milik daftar ko aneh napa data milik guna orang lain kocak banget,negatif
f9b4b27a-1d86-4702-b28f-dc9cfe5dc635,Moch Hilmi,https://play-lh.googleusercontent.com/a-/ALV-UjUm5ud64h7zkETPtRKyOZSAPvyvI3kDL8xDrWrQ6ESjMLhebRg,ingin sedikit memberikan keluhan. saat sy ingin menambahkan yunit prosesnya sangat rumit selallu kembali keberanda saat proses fhoto STNK/Unit kendaraan. Sudah seempat sy minta bantuan ke pegawai Pertamina. Tak ada yang bisa mengatasi problem ini. Mohon inisiatif nya agar masyarakat lebih mudah mengakses Terlebih kasihan bagi yg tidak mengerti gejet. Trimakasih 🙏,5,0,,2025-03-30 19:05:21,"Hai, Sobat Hilmi. Mohon maaf atas ketidaknyamanan yang dialami. Kami akan terus berupaya melakukan perbaikan secara pelayanan dan sistem aplikasi. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135. Tks.-Hanny PCC135",2025-04-02 05:25:22,,ingin sedikit memberikan keluhan saat sy ingin menambahkan yunit prosesnya sangat rumit selallu kembali keberanda saat proses fhoto stnkunit kendaraan sudah seempat sy minta bantuan ke pegawai pertamina tak ada yang bisa mengatasi problem ini mohon inisiatif nya agar masyarakat lebih mudah mengakses terlebih kasihan bagi yg tidak mengerti gejet trimakasih,"['ingin', 'sedikit', 'memberikan', 'keluhan', 'saat', 'sy', 'ingin', 'menambahkan', 'yunit', 'prosesnya', 'sangat', 'rumit', 'selallu', 'kembali', 'keberanda', 'saat', 'proses', 'fhoto', 'stnkunit', 'kendaraan', 'sudah', 'seempat', 'sy', 'minta', 'bantuan', 'ke', 'pegawai', 'pertamina', 'tak', 'ada', 'yang', 'bisa', 'mengatasi', 'problem', 'ini', 'mohon', 'inisiatif', 'nya', 'agar', 'masyarakat', 'lebih', 'mudah', 'mengakses', 'terlebih', 'kasihan', 'bagi', 'yg', 'tidak', 'mengerti', 'gejet', 'trimakasih']","['ingin', 'sedikit', 'memberikan', 'keluhan', 'saat', 'sy', 'ingin', 'menambahkan', 'yunit', 'prosesnya', 'sangat', 'rumit', 'selallu', 'kembali', 'keberanda', 'saat', 'proses', 'fhoto', 'stnkunit', 'kendaraan', 'seempat', 'sy', 'minta', 'bantuan', 'pegawai', 'pertamina', 'tak', 'ada', 'mengatasi', 'problem', 'mohon', 'inisiatif', 'nya', 'agar', 'masyarakat', 'lebih', 'mudah', 'mengakses', 'terlebih', 'kasihan', 'bagi', 'yg', 'mengerti', 'gejet', 'trimakasih']","['ingin', 'dikit', 'beri', 'luh', 'saat', 'sy', 'ingin', 'ambah', 'yunit', 'proses', 'sangat', 'rumit', 'lallu', 'mbal', 'beranda', 'saat', 'proses', 'fhoto', 'stnkunit', 'ndara', 'empat', 'sy', 'minta', 'bantu', 'pegawa', 'pertamina', 'tak', 'ada', 'atas', 'problem', 'mohon', 'inisiatif', 'nya', 'agar', 'masyarakat', 'lebih', 'mudah', 'akses', 'lebih', 'kasih', 'bag', 'yg', 'ert', 'gejet', 'trimakasih']",ingin dikit beri luh saat sy ingin ambah yunit proses sangat rumit lallu mbal beranda saat proses fhoto stnkunit ndara empat sy minta bantu pegawa pertamina tak ada atas problem mohon inisiatif nya agar masyarakat lebih mudah akses lebih kasih bag yg ert gejet trimakasih,positif
49b6bd9f-61c1-42e3-8d23-401b9ee73eb5,Mahyaruddin Ansyari,https://play-lh.googleusercontent.com/a-/ALV-UjU6y4VFiuCqSLlNpvin5goVfWkSsSWXQDWninz3wF7tpdU7L9QM,Ok,5,0,4.6.9,2025-03-30 16:43:52,"Hai, Sobat Mahyaruddin. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-04-02 05:27:27,4.6.9,ok,['ok'],['ok'],['ok'],ok,netral
cb3213a8-f0a6-49f3-9abe-4e0209edc532,Ahmad Syahrin,https://play-lh.googleusercontent.com/a-/ALV-UjVjzUEHjxL7lpvsXQaeaVAs12W4Qh3FRn95m6HTr-TT_8tgFXReUg,good,5,0,4.6.9,2025-03-30 14:49:52,"Hai, Sobat Ahmad. Terimakasih telah menggunakan aplikasi MyPertamina. Dukung terus Pertamina agar kedepannya lebih baik. Tks.-Hanny PCC135",2025-04-02 05:31:41,4.6.9,good,['good'],['good'],['good'],good,netral
037b8235-5703-4724-b8d0-79e1573591ce,amri hanafi,https://play-lh.googleusercontent.com/a-/ALV-UjWgl9gQ0rloQqI9M5bgOTsGNpemneAYvDYu1FcjvbnC9q5jM8ei,"masukkan data kok sulit , uang mahal2 buat software murahan . klo g siap g usah diluncurkan mentang 2 plat merah",1,0,4.6.7,2025-03-30 12:20:46,,,4.6.7,masukkan data kok sulit uang mahal buat software murahan klo g siap g usah diluncurkan mentang plat merah,"['masukkan', 'data', 'kok', 'sulit', 'uang', 'mahal', 'buat', 'software', 'murahan', 'klo', 'g', 'siap', 'g', 'usah', 'diluncurkan', 'mentang', 'plat', 'merah']","['masukkan', 'data', 'kok', 'sulit', 'uang', 'mahal', 'buat', 'software', 'murahan', 'klo', 'g', 'siap', 'g', 'usah', 'diluncurkan', 'mentang', 'plat', 'merah']","['masuk', 'data', 'kok', 'sulit', 'uang', 'mahal', 'buat', 'software', 'murah', 'klo', 'g', 'siap', 'g', 'usah', 'luncur', 'tang', 'plat', 'rah']",masuk data kok sulit uang mahal buat software murah klo g siap g usah luncur tang plat rah,negatif
5f0c33d9-6459-44bb-b85a-c444f4ff31b2,Heru Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjUUBuCI28ZPl-zrdTpbhLv9DdICvqY_JwA1-wrnusgqRxT5wqXw,sering gagal gak ada penjelasannya,4,0,4.6.9,2025-03-30 11:39:20,"Hai, Sobat Heru. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-04-02 05:34:10,4.6.9,sering gagal gak ada penjelasannya,"['sering', 'gagal', 'gak', 'ada', 'penjelasannya']","['sering', 'gagal', 'gak', 'ada', 'penjelasannya']","['ring', 'gagal', 'gak', 'ada', 'jelasan']",ring gagal gak ada jelasan,negatif
5f123820-e151-4ff5-ad80-07791507d373,Nurmalia Indriyani,https://play-lh.googleusercontent.com/a-/ALV-UjVcYUrKlltqBBf3iLw0_Fzc5ORfUxPxQj7JRimmLLm_qYaNttfr,mau buat akun tetapi sistem tidak bisa dan ui membingungkan,1,0,4.6.9,2025-03-30 10:26:26,"Hai, Sobat Nurmalia. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-04-02 05:40:24,4.6.9,mau buat akun tetapi sistem tidak bisa dan ui membingungkan,"['mau', 'buat', 'akun', 'tetapi', 'sistem', 'tidak', 'bisa', 'dan', 'ui', 'membingungkan']","['mau', 'buat', 'akun', 'tetapi', 'sistem', 'ui', 'membingungkan']","['mau', 'buat', 'akun', 'tetap', 'sistem', 'u', 'bingung']",mau buat akun tetap sistem u bingung,netral
58186388-26d4-4ac2-a2ef-667bd5288cbd,Rizki Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjU9xeFQXW0OhwbcJ4RjZPyQZz0xz9kdsAtY4MSC5F9vBDpmwSBO,"aplikasi yang merepotkan, kasihan para pengguna yang katagori orang tua yang tidam memiliki android, sangat menyusahkan",1,0,4.6.9,2025-03-30 09:51:48,,,4.6.9,aplikasi yang merepotkan kasihan para pengguna yang katagori orang tua yang tidam memiliki android sangat menyusahkan,"['aplikasi', 'yang', 'merepotkan', 'kasihan', 'para', 'pengguna', 'yang', 'katagori', 'orang', 'tua', 'yang', 'tidam', 'memiliki', 'android', 'sangat', 'menyusahkan']","['aplikasi', 'merepotkan', 'kasihan', 'para', 'pengguna', 'katagori', 'orang', 'tua', 'tidam', 'memiliki', 'android', 'sangat', 'menyusahkan']","['aplikas', 'repot', 'kasih', 'para', 'guna', 'katagor', 'orang', 'tua', 'tidam', 'ilik', 'android', 'sangat', 'usah']",aplikas repot kasih para guna katagor orang tua tidam ilik android sangat usah,positif
885dd9eb-d0e5-4fd0-9bf0-4d9f043120a0,Etrizal Sugianto,https://play-lh.googleusercontent.com/a/ACg8ocL468jndAntFI6gZ49vhwsZxGGJlocHRfAfY60NmYUP4wlMmg=mo,susah bikin barkot,5,0,4.6.9,2025-03-30 09:41:43,"Hai, Sobat Etrizal. Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan sampaikan melalui sosial media Pertamina Call Center 135 seperti Instagram @pertamina.135 agar dibantu pengecekan. Tks.-Hanny PCC135",2025-04-02 05:44:34,4.6.9,susah bikin barkot,"['susah', 'bikin', 'barkot']","['susah', 'bikin', 'barkot']","['susah', 'bikin', 'barkot']",susah bikin barkot,negatif
e8a4e680-f865-45ac-a06d-5d5eba828c7f,anisha desiliana,https://play-lh.googleusercontent.com/a-/ALV-UjXBTNwpjC86VhR0ObpUz1VxLJq0qI_5POOEYAI3rYht-8ZL4feO,oplosan,1,0,4.4.1,2025-03-30 08:52:39,,,4.4.1,oplosan,['oplosan'],['oplosan'],['oplos'],oplos,netral
bd7aa586-5e5b-4708-a42e-ccc4482725d8,M yani86,https://play-lh.googleusercontent.com/a-/ALV-UjWaziVbDhE4LaeEErtn-MeEKR_dUr-dGBa6rx3BqQXDUC8t_5uCZA,"aplikasi taik , mau daftar aja susahnya minta ampun , klo gak niat bikin aplikasi gak usah bikin aturan2 bukan memudahkan rakyat malah mempersulit, bbm udah di oplos pertamax rasa pertalite rakyat masih aja di bikin susuh",1,0,,2025-03-30 07:32:14,,,,aplikasi taik mau daftar aja susahnya minta ampun klo gak niat bikin aplikasi gak usah bikin aturan bukan memudahkan rakyat malah mempersulit bbm udah di oplos pertamax rasa pertalite rakyat masih aja di bikin susuh,"['aplikasi', 'taik', 'mau', 'daftar', 'aja', 'susahnya', 'minta', 'ampun', 'klo', 'gak', 'niat', 'bikin', 'aplikasi', 'gak', 'usah', 'bikin', 'aturan', 'bukan', 'memudahkan', 'rakyat', 'malah', 'mempersulit', 'bbm', 'udah', 'di', 'oplos', 'pertamax', 'rasa', 'pertalite', 'rakyat', 'masih', 'aja', 'di', 'bikin', 'susuh']","['aplikasi', 'taik', 'mau', 'daftar', 'aja', 'susahnya', 'minta', 'ampun', 'klo', 'gak', 'niat', 'bikin', 'aplikasi', 'gak', 'usah', 'bikin', 'aturan', 'bukan', 'memudahkan', 'rakyat', 'malah', 'mempersulit', 'bbm', 'udah', 'oplos', 'pertamax', 'rasa', 'pertalite', 'rakyat', 'aja', 'bikin', 'susuh']","['aplikas', 'taik', 'mau', 'daftar', 'aja', 'susah', 'minta', 'ampun', 'klo', 'gak', 'niat', 'bikin', 'aplikas', 'gak', 'usah', 'bikin', 'atur', 'bu', 'udah', 'rakyat', 'ma', 'persulit', 'bbm', 'udah', 'oplos', 'pertamax', 'rasa', 'pertalite', 'rakyat', 'aja', 'bikin', 'susuh']",aplikas taik mau daftar aja susah minta ampun klo gak niat bikin aplikas gak usah bikin atur bu udah rakyat ma persulit bbm udah oplos pertamax rasa pertalite rakyat aja bikin susuh,negatif
